time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-03-19T23:52:18.030Z,36.1631667,-120.0158333,8.252,2.22,md,75,99,0.127,0.18,nc,nc72188206,2017-02-03T10:56:48.160Z,"8km ESE of Huron, California",earthquake,0.28,0.41,0.169,67,reviewed,nc,nc
2014-03-19T23:48:15.420Z,36.2946667,-89.5398333,9.65,1.3,md,19,51,0.03692,0.04,nm,nm610317,2016-04-07T17:41:45.630Z,"5km NW of Ridgely, Tennessee",earthquake,0.6,0.9,0.547,8,reviewed,nm,nm
2014-03-19T23:45:30.000Z,52.9547,-173.48,189.4,2.8,ml,,,,0.31,us,usc000nnas,2019-05-20T23:33:47.244Z,"97km NNE of Atka, Alaska",earthquake,,9.8,,,reviewed,ak,ak
2014-03-19T23:44:28.750Z,35.7225,-118.438,1.804,1.11,ml,18,79,0.06642,0.12,ci,ci15477809,2016-03-11T14:57:30.828Z,"2km NE of Wofford Heights, CA",earthquake,0.3,0.85,0.199,7,reviewed,ci,ci
2014-03-19T23:41:35.000Z,51.4567,179.9761,20,2.6,ml,,,,0.7,us,usc000nnau,2019-05-20T23:33:46.847Z,"60km SSE of Semisopochnoi Island, Alaska",earthquake,,2,,,reviewed,ak,ak
2014-03-19T23:36:47.877Z,64.9939,-147.3658,0,1.1,ml,,,,0.58,ak,ak0143ldtuwj,2019-05-14T02:39:35.895Z,"Central Alaska",explosion,,0,,,reviewed,ak,ak
2014-03-19T23:33:22.660Z,38.8429985,-122.8301697,1.887,0.28,md,11,66,0.006306,0.02,nc,nc72188201,2017-02-03T10:56:40.253Z,"9km WNW of Cobb, California",earthquake,0.31,0.55,0.2,3,automatic,nc,nc
2014-03-19T23:32:32.861Z,62.0746,-147.7392,29.5,1.1,ml,,,,0.52,ak,ak0143ldsyvq,2019-05-20T23:33:46.446Z,"61km ENE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-03-19T23:27:46.724Z,36.4585,-116.9955,12.8,0.6,ml,9,250.07,0.247,0.1181,nn,nn00441491,2018-06-29T23:05:34.099Z,"Central California",earthquake,,4.8,0.3,5,reviewed,nn,nn
2014-03-19T23:23:34.300Z,18.5869,-65.6331,84,2.9,Md,6,201.6,0.43298797,0.12,pr,pr14078004,2014-05-24T00:54:34.000Z,"25km NNE of Luquillo, Puerto Rico",earthquake,1.8,1.4,0,6,reviewed,pr,pr
2014-03-19T23:09:34.640Z,38.8166656,-122.8215027,2.978,0.06,md,6,198,0.01081,0.02,nc,nc72188181,2017-02-03T10:56:35.461Z,"Northern California",earthquake,1.11,1.52,,1,automatic,nc,nc
2014-03-19T23:09:16.640Z,51.403,-178.065,36.3,2.8,ml,,,,0.74,us,usc000nnat,2019-05-20T23:33:46.001Z,"53km S of Tanaga Volcano, Alaska",earthquake,,10.1,,22,reviewed,ak,ak
2014-03-19T23:05:25.496Z,62.576,-149.7868,65,1.1,ml,,,,0.57,ak,ak0143ldn5z9,2019-05-20T23:33:45.589Z,"58km NE of Y, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-03-19T23:03:34.500Z,47.6517,-70.0135,20.06,2.3,mb_lg,,,,0.58,us,usb000qdqj,2014-05-24T00:54:34.000Z,"10km E of La Malbaie, Canada",earthquake,,5.4,,,reviewed,ott,ott
2014-03-19T23:00:34.954Z,51.471,-175.0809,25,2,ml,,,,0.85,ak,ak0143ldm44n,2019-05-20T23:33:45.201Z,"100km SW of Atka, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2014-03-19T22:59:54.554Z,61.6991,-148.1518,20,0.9,ml,,,,0.63,ak,ak0143lddda7,2019-05-14T02:39:34.505Z,"Southern Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-03-19T22:57:51.990Z,37.6205,-118.8436667,4.355,0.65,md,22,86,0.01171,0.02,nc,nc72188176,2017-02-03T10:56:30.554Z,"11km ESE of Mammoth Lakes, California",earthquake,0.23,0.26,0.131,18,reviewed,nc,nc
2014-03-19T22:51:00.688Z,58.8021,-151.2628,98.8,2,ml,,,,0.37,ak,ak0143ldbjec,2019-05-20T23:33:44.696Z,"95km S of Homer, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2014-03-19T22:49:51.260Z,38.7785,-122.7276667,0.959,1.22,md,35,49,0.008108,0.05,nc,nc72188171,2017-02-03T10:56:23.880Z,"2km E of The Geysers, California",earthquake,0.13,0.2,0.213,11,reviewed,nc,nc
2014-03-19T22:44:30.630Z,-5.5106,153.2845,35,4.2,mb,,179,1.722,0.92,us,usc000nuk1,2014-05-24T00:54:34.000Z,"118km SSE of Taron, Papua New Guinea",earthquake,,2,0.199,8,reviewed,us,us
2014-03-19T22:43:54.320Z,38.7791667,-122.729,0.98,1.49,md,45,60,0.007207,0.07,nc,nc72188166,2017-02-03T10:56:14.510Z,"2km E of The Geysers, California",earthquake,0.15,0.22,0.18,15,reviewed,nc,nc
