time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-01-09T23:59:39.760Z,-11.0696,162.5419,44.32,4.3,mb,,117,3.024,0.94,us,usb000m7du,2014-03-15T03:38:51.000Z,"96km SE of Kirakira, Solomon Islands",earthquake,,8.6,0.109,26,reviewed,us,us
2014-01-09T23:51:19.370Z,19.4153333,-155.3198333,3.282,1.94,ml,37,81,,0.07,hv,hv60618551,2020-07-06T20:38:58.420Z,"Island of Hawaii, Hawaii",earthquake,0.25,0.51,0.244,17,reviewed,hv,hv
2014-01-09T23:36:50.390Z,38.8256683,-122.8554993,2.09,0.58,md,10,87,0.01622,0.01,nc,nc72139556,2017-02-02T20:54:53.673Z,"10km WNW of The Geysers, California",earthquake,0.3,0.79,0.23,3,automatic,nc,nc
2014-01-09T23:23:31.007Z,61.0229,-147.5486,20.1,1.1,ml,,,,0.64,ak,ak014f9o37w,2019-05-14T01:53:15.386Z,"Southern Alaska",earthquake,,0.9,,,reviewed,ak,ak
2014-01-09T23:17:19.320Z,36.1045,-117.8586667,0.882,0.86,ml,13,147,0.01357,0.16,ci,ci11412274,2016-03-11T07:41:46.318Z,"10km NE of Coso Junction, CA",earthquake,0.66,0.56,0.142,7,reviewed,ci,ci
2014-01-09T23:13:53.958Z,59.9431,-152.5682,82.8,1.6,ml,,,,0.43,ak,ak014f9lztv,2019-05-20T22:49:28.892Z,"37km NNW of Anchor Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2014-01-09T23:13:14.644Z,37.5314,-116.3508,11,1.9,ml,14,159.82,0.247,0.1016,nn,nn00433693,2018-06-29T23:00:08.382Z,"73km S of Warm Springs, Nevada",earthquake,,3.6,0.26,10,reviewed,nn,nn
2014-01-09T23:07:37.170Z,35.8184,-96.9338,2.66,3,ml,,,,1.61,us,usc000lzpy,2015-01-30T04:35:11.668Z,"13km NNW of Chandler, Oklahoma",earthquake,,6.5,,,reviewed,tul,tul
2014-01-09T23:04:20.600Z,17.8945,-67.1231,6,2,Md,3,320.4,0.1060012,0.09,pr,pr14009009,2014-01-10T00:13:51.450Z,"11km SE of Pole Ojea, Puerto Rico",earthquake,0.9,0.4,0,3,reviewed,pr,pr
2014-01-09T23:01:56.198Z,59.9914,-152.9795,107.8,1.4,ml,,,,0.71,ak,ak014f9jfer,2019-05-20T22:49:28.057Z,"56km SSW of Redoubt Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
