time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-03-19T23:55:13.160Z,38.8451653,-122.7596664,0.93,0.8,md,6,161,0.008108,0,nc,nc72609435,2017-02-10T04:52:33.215Z,"4km NW of Cobb, California",earthquake,0.8,0.53,0.2,3,automatic,nc,nc
2016-03-19T23:55:00.480Z,46.8443333,-121.9541667,8.65,-0.03,md,4,220,0.08097,0.06,uw,uw61118042,2016-07-22T20:04:10.590Z,"23km E of Eatonville, Washington",earthquake,0.61,1.61,0.184,5,reviewed,uw,uw
2016-03-19T23:51:08.500Z,-22.2482,-178.5302,405.34,4.6,mb,,110,5.512,0.51,us,us20005bt7,2016-06-09T21:41:52.040Z,"177km S of Ndoi Island, Fiji",earthquake,12.6,7,0.129,18,reviewed,us,us
2016-03-19T23:38:51.410Z,38.8370018,-122.7928314,1.55,0.42,md,12,75,0.01441,0.01,nc,nc72609430,2017-02-10T04:52:28.162Z,"6km WNW of Cobb, California",earthquake,0.28,0.54,0.04,4,automatic,nc,nc
2016-03-19T23:36:00.050Z,33.8821667,-116.228,6.04,0.86,ml,17,80,0.06266,0.15,ci,ci37537512,2016-03-30T22:52:21.885Z,"16km ENE of Thousand Palms, CA",earthquake,0.27,0.58,0.171,15,reviewed,ci,ci
2016-03-19T23:23:43.940Z,38.8483315,-122.768837,1.13,0.51,md,10,189,0.008108,0.03,nc,nc72609425,2017-02-10T04:52:23.274Z,"4km NW of Cobb, California",earthquake,0.61,0.49,0.11,5,automatic,nc,nc
2016-03-19T23:19:29.370Z,-38.097,-73.9437,8.91,4.6,mb,,153,0.816,0.82,us,us20005b4i,2016-06-09T21:41:52.040Z,"58km SW of Canete, Chile",earthquake,5.9,4.4,0.105,27,reviewed,us,us
2016-03-19T23:17:30.070Z,20.0446,97.6713,27.05,4.3,mb,,109,0.776,0.57,us,us20005bt5,2016-06-09T21:41:52.040Z,"63km NE of Loikaw, Burma",earthquake,7.3,6,0.147,13,reviewed,us,us
2016-03-19T23:17:24.380Z,19.2016667,-155.337,44.52,2.14,md,47,169,,0.12,hv,hv61207326,2020-07-06T20:55:46.730Z,"14 km E of Pāhala, Hawaii",earthquake,0.62,0.82,0.209,22,reviewed,hv,hv
2016-03-19T23:15:30.780Z,38.8216667,-122.8416667,2.23,1.33,md,46,67,0.005405,0.05,nc,nc72609420,2017-02-10T04:52:16.620Z,"8km NW of The Geysers, California",earthquake,0.13,0.18,0.173,15,reviewed,nc,nc
2016-03-19T23:14:23.820Z,53.9627,170.5363,28.4,4,mb,,150,2.467,0.8,us,us20005bt6,2016-06-09T21:41:52.040Z,"215km NW of Attu Station, Alaska",earthquake,9.7,8,0.149,12,reviewed,us,us
2016-03-19T23:13:38.330Z,38.8313332,-122.8046646,1.54,0.19,md,6,148,0.009009,0.01,nc,nc72609415,2017-02-10T04:52:08.739Z,"7km W of Cobb, California",earthquake,0.5,1.08,0.12,2,automatic,nc,nc
2016-03-19T23:09:20.320Z,38.8306656,-122.8036652,1.56,0.64,md,12,85,0.009009,0.01,nc,nc72609410,2017-02-10T04:52:00.228Z,"7km W of Cobb, California",earthquake,0.29,0.73,0.24,3,automatic,nc,nc
2016-03-19T23:08:51.540Z,33.681,-116.7398333,15.01,0.56,ml,18,117,0.0404,0.07,ci,ci37537504,2016-03-30T22:48:22.762Z,"7km SSW of Idyllwild, CA",earthquake,0.24,0.29,0.094,8,reviewed,ci,ci
2016-03-19T23:05:54.100Z,17.8553,-66.9257,7,2.2,Md,8,252,0.12666246,0.28,pr,pr16079004,2016-03-20T04:14:03.903Z,"13km S of Guanica, Puerto Rico",earthquake,1.2,0.8,0,7,reviewed,pr,pr
2016-03-19T23:05:53.770Z,38.831501,-122.8048325,1.04,0.57,md,9,90,0.01351,0.02,nc,nc72609405,2017-02-10T04:51:55.228Z,"7km W of Cobb, California",earthquake,0.33,0.62,0.28,3,automatic,nc,nc
2016-03-19T23:05:16.670Z,38.8293343,-122.8044968,1.33,1.15,md,13,81,0.007207,0.02,nc,nc72609400,2017-02-10T04:51:50.022Z,"7km W of Cobb, California",earthquake,0.26,0.47,0.15,5,automatic,nc,nc
2016-03-19T23:04:53.310Z,33.2716667,-116.7378333,16.26,0.78,ml,17,102,0.1048,0.17,ci,ci37537496,2016-03-30T22:53:48.360Z,"4km NE of Lake Henshaw, CA",earthquake,0.42,0.77,0.189,20,reviewed,ci,ci
2016-03-19T23:04:53.000Z,38.8291664,-122.8044968,1.38,1.01,md,16,80,0.007207,0.04,nc,nc72609395,2017-02-10T04:51:44.946Z,"7km W of Cobb, California",earthquake,0.23,0.45,,4,automatic,nc,nc
2016-03-19T23:04:11.230Z,37.4703333,-118.8258333,3.28,1.15,md,26,117,0.08468,0.05,nc,nc72609390,2017-02-10T04:51:38.720Z,"23km SSE of Mammoth Lakes, California",earthquake,0.24,0.7,0.12,21,reviewed,nc,nc
2016-03-19T23:01:53.934Z,64.9894,-147.3334,0,1.2,ml,,,,0.25,ak,ak0163n15psx,2019-05-21T07:06:22.285Z,"23km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2016-03-19T23:01:38.520Z,37.4805,-118.8526667,2.3,0.66,md,11,131,0.1117,0.11,nc,nc72609385,2017-02-10T04:51:31.112Z,"21km SSE of Mammoth Lakes, California",earthquake,1.27,6.74,0.222,9,reviewed,nc,nc
2016-03-19T22:59:04.400Z,35.9941,-97.1193,5.128,3.4,ml,,60,,0.58,us,us20005b4d,2016-06-09T21:41:52.040Z,"8km WNW of Perkins, Oklahoma",earthquake,1.9,0.6,,,reviewed,tul,tul
2016-03-19T22:57:55.578Z,59.7087,-153.1443,105.4,1.9,ml,,,,0.31,ak,ak0163n0waf9,2019-05-21T07:06:21.967Z,"74km W of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2016-03-19T22:57:47.000Z,51.041,-173.574,25.6,2.6,ml,,,,0.68,us,us20005d1j,2019-05-21T07:06:21.633Z,"135km SSE of Atka, Alaska",earthquake,11.4,10.1,,,reviewed,ak,ak
2016-03-19T22:52:44.580Z,37.321,-97.4998333,4.71,2.07,ml,15,209,0.06184,0.03,ismpkansas,ismpkansas70177688,2016-04-01T22:36:59.307Z,"12km WNW of Wellington, Kansas",earthquake,0.44,0.53,0.123,18,reviewed,ismp,ismp
2016-03-19T22:48:31.242Z,54.9342,-161.3451,55.9,2.1,ml,,,,0.15,ak,ak0163n0ub3o,2019-05-21T07:06:21.295Z,"68km SW of Sand Point, Alaska",earthquake,,3.8,,,reviewed,ak,ak
2016-03-19T22:45:59.690Z,38.8134995,-122.8066635,1.98,0.87,md,17,80,0.00991,0.01,nc,nc72609375,2017-02-10T04:51:26.157Z,"5km NW of The Geysers, California",earthquake,0.23,0.51,0.09,3,automatic,nc,nc
2016-03-19T22:45:23.040Z,37.6381667,-118.9311667,4.8,0.43,md,10,110,0.02523,0.01,nc,nc72609380,2017-02-10T04:51:21.124Z,"3km ESE of Mammoth Lakes, California",earthquake,0.61,1.05,0.085,7,reviewed,nc,nc
2016-03-19T22:44:41.105Z,51.3495,-174.2569,13.1,2.1,ml,,,,0.35,ak,ak0163n0tgzy,2019-05-21T07:06:20.953Z,"94km S of Atka, Alaska",earthquake,,5.4,,,reviewed,ak,ak
2016-03-19T22:43:15.830Z,38.8341675,-122.8003311,0.47,1.14,md,10,166,0.009009,0.07,nc,nc72609370,2017-02-10T04:51:16.184Z,"6km WNW of Cobb, California",earthquake,0.65,0.56,0.13,4,automatic,nc,nc
2016-03-19T22:38:25.290Z,39.255,-123.1358333,6.5,1.92,md,32,58,0.1369,0.06,nc,nc72609365,2017-02-10T04:51:10.010Z,"6km E of Redwood Valley, California",earthquake,0.13,0.93,0.111,31,reviewed,nc,nc
2016-03-19T22:38:00.680Z,45.8965,-106.6296,0,2.9,ml,,101,0.84,1.29,us,us20005bt8,2016-06-09T21:41:52.040Z,"eastern Montana",mining explosion,5.1,2,0.064,40,reviewed,us,us
2016-03-19T22:35:21.985Z,57.7126,-152.8846,50,1.9,ml,,,,0.28,ak,ak0163n0ri2u,2019-05-21T07:06:20.602Z,"17km WSW of Kodiak Station, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2016-03-19T22:32:38.118Z,60.055,-152.9148,114.8,1.8,ml,,,,0.32,ak,ak0163n0qw6b,2019-05-21T07:06:20.277Z,"48km SSW of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2016-03-19T22:28:04.360Z,38.831,-122.7611667,0.21,0.67,md,21,56,0.005405,0.04,nc,nc72609360,2017-02-10T04:50:59.123Z,"3km WNW of Cobb, California",earthquake,0.14,0.23,0.098,4,reviewed,nc,nc
2016-03-19T22:25:48.723Z,63.2436,-151.3278,3.3,0.9,ml,,,,0.8,ak,ak0163n0pezc,2019-05-21T07:06:19.949Z,"119km NNW of Talkeetna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2016-03-19T22:17:49.240Z,33.163,-115.642,2.6,1.24,ml,20,51,0.02586,0.18,ci,ci37537488,2016-03-30T22:36:46.540Z,"13km WNW of Calipatria, CA",earthquake,0.29,0.38,0.309,14,reviewed,ci,ci
2016-03-19T22:11:56.400Z,18.3197,-68.555,75,3.7,Md,12,198,0.25332491,0.68,pr,pr16079003,2016-06-09T21:41:52.040Z,"8km SE of Boca de Yuma, Dominican Republic",earthquake,10.7,3.5,0,7,reviewed,pr,pr
2016-03-19T22:10:50.490Z,38.7543333,-122.7323333,2.68,0.68,md,23,97,0.009009,0.09,nc,nc72609345,2017-02-10T04:50:53.971Z,"3km SE of The Geysers, California",earthquake,0.33,0.3,0.095,5,reviewed,nc,nc
2016-03-19T22:07:02.790Z,38.845,-122.757,1.07,1.12,md,42,81,0.009009,0.06,nc,nc72609340,2017-02-10T04:50:47.190Z,"3km NW of Cobb, California",earthquake,0.14,0.18,0.197,13,reviewed,nc,nc
2016-03-19T22:03:35.160Z,-0.5596,123.2875,30.94,4.2,mb,,55,0.703,0.98,us,us20005b47,2016-06-09T21:41:51.040Z,"70km NE of Luwuk, Indonesia",earthquake,5.6,3.9,0.125,18,reviewed,us,us
2016-03-19T22:00:30.000Z,51.3394,-173.9738,14.4,4.1,mb,,,,0.93,us,us20005b4a,2019-05-21T07:06:19.596Z,"96km S of Atka, Alaska",earthquake,4,3.2,0.084,39,reviewed,ak,us
2016-03-19T21:59:51.029Z,64.9272,-149.3584,20.6,0.8,ml,,,,0.69,ak,ak0163n0b9we,2019-05-21T07:06:19.263Z,"41km NNW of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2016-03-19T21:55:29.600Z,65.0622,22.512,14.86,4.2,mb,,38,0.588,0.81,us,us20005b41,2017-09-08T10:04:09.500Z,"56km ESE of Pitea, Sweden",earthquake,1.3,4.4,0.08,43,reviewed,us,us
2016-03-19T21:52:21.860Z,38.8470001,-122.7630005,1.16,1,md,9,136,0.01081,0.03,nc,nc72609330,2017-02-10T04:50:39.252Z,"4km NW of Cobb, California",earthquake,0.62,0.66,0.11,4,automatic,nc,nc
2016-03-19T21:50:14.760Z,37.575,-118.8545,4.25,0.16,md,9,255,0.02523,0.02,nc,nc72609335,2017-02-10T04:50:34.034Z,"13km SE of Mammoth Lakes, California",earthquake,1.33,1.37,0.146,6,reviewed,nc,nc
2016-03-19T21:45:45.400Z,37.5698333,-118.8623333,4.33,1.2,md,30,88,0.03333,0.08,nc,nc72609325,2017-02-10T04:50:27.770Z,"13km SE of Mammoth Lakes, California",earthquake,0.21,0.44,0.194,22,reviewed,nc,nc
2016-03-19T21:45:41.740Z,35.5583333,-118.3336667,1.63,0.91,ml,11,118,0.1373,0.17,ci,ci37537464,2016-03-30T22:44:31.953Z,"14km ESE of Lake Isabella, CA",earthquake,0.46,0.73,0.157,10,reviewed,ci,ci
2016-03-19T21:43:54.900Z,36.8413,-98.2808,2.591,2.5,ml,,137,,0.23,us,us20005b3z,2016-06-09T21:41:51.040Z,"11km NE of Cherokee, Oklahoma",earthquake,1.6,4.6,,,reviewed,tul,tul
2016-03-19T21:43:16.930Z,38.7926674,-122.7304993,1.53,1.01,md,9,92,0.01081,0.02,nc,nc72609320,2017-02-10T04:50:19.679Z,"2km NE of The Geysers, California",earthquake,0.27,1.02,0.24,5,automatic,nc,nc
2016-03-19T21:42:36.830Z,38.7903328,-122.7294998,1.88,1.03,md,5,126,0.009009,0.02,nc,nc72609315,2017-02-10T04:50:14.550Z,"Northern California",earthquake,1.04,0.75,0.15,3,automatic,nc,nc
2016-03-19T21:39:14.000Z,54.3289,-161.5138,11.2,3,ml,,,,0.42,us,us20005d1a,2019-05-21T07:06:18.934Z,"123km SE of Cold Bay, Alaska",earthquake,5.9,7.9,,,reviewed,ak,ak
2016-03-19T21:35:28.520Z,38.8503333,-122.776,1.39,0.37,md,28,117,0.008108,0.05,nc,nc72609310,2017-02-10T04:50:09.602Z,"5km NW of Cobb, California",earthquake,0.28,0.2,0.061,5,reviewed,nc,nc
2016-03-19T21:34:56.630Z,38.8243332,-122.847168,1.43,0.08,md,8,157,0.008108,0.01,nc,nc72609305,2017-02-10T04:50:03.784Z,"Northern California",earthquake,0.52,0.93,,1,automatic,nc,nc
2016-03-19T21:34:39.220Z,37.0948,-98.0283,6.27,3,ml,,92,0.061,0.35,us,us20005b3w,2016-06-09T21:41:51.040Z,"6km S of Anthony, Kansas",earthquake,1.7,4.1,0.122,21,reviewed,ismp,ismp
2016-03-19T21:33:51.270Z,49.428,-120.5258333,-0.53,1.99,ml,10,210,0.6046,0.45,uw,uw61118032,2016-07-22T20:04:10.200Z,"British Columbia, Canada",explosion,3.5,31.61,0.082,8,reviewed,uw,uw
2016-03-19T21:33:37.570Z,38.841,-122.7583333,1.23,0.02,md,15,104,0.004505,0.04,nc,nc72609300,2017-02-10T04:49:58.811Z,"3km NW of Cobb, California",earthquake,0.36,0.27,0.349,2,reviewed,nc,nc
2016-03-19T21:27:14.740Z,38.848,-122.7591667,1.62,0.37,md,25,118,0.01171,0.05,nc,nc72609295,2017-02-10T04:49:48.875Z,"4km NW of Cobb, California",earthquake,0.22,0.15,0.217,6,reviewed,nc,nc
2016-03-19T21:26:49.190Z,38.791832,-122.7754974,0.99,1.09,md,8,207,0.02252,0.2,nc,nc72609285,2017-02-10T04:49:43.478Z,"2km NW of The Geysers, California",earthquake,1.31,2.06,0.25,3,automatic,nc,nc
2016-03-19T21:26:03.500Z,38.8438339,-122.7633362,1.44,0.08,md,5,208,0.007207,0,nc,nc72609280,2017-02-10T04:49:38.571Z,"Northern California",earthquake,1.19,1.07,,1,automatic,nc,nc
2016-03-19T21:25:46.670Z,38.8246651,-122.7590027,0.57,0.41,md,5,126,0.01441,0.01,nc,nc72609275,2017-02-10T04:49:33.837Z,"Northern California",earthquake,0.6,0.71,0.03,2,automatic,nc,nc
2016-03-19T21:25:26.050Z,38.8243333,-122.7576667,1.04,1.2,md,38,52,0.01171,0.06,nc,nc72609270,2017-02-10T04:49:28.918Z,"3km W of Cobb, California",earthquake,0.11,0.16,0.157,9,reviewed,nc,nc
2016-03-19T21:25:15.540Z,33.2236667,-116.737,12.04,1.27,ml,37,43,0.02199,0.13,ci,ci37537456,2016-03-30T22:44:30.689Z,"3km SE of Lake Henshaw, CA",earthquake,0.2,0.36,0.154,26,reviewed,ci,ci
2016-03-19T21:24:56.920Z,38.8406677,-122.7659988,0.83,0.74,md,8,127,0.006306,0.02,nc,nc72609265,2017-02-10T04:49:23.418Z,"4km WNW of Cobb, California",earthquake,0.37,0.49,0.07,5,automatic,nc,nc
2016-03-19T21:24:02.400Z,38.823,-122.7566667,0.67,1.96,md,52,40,0.01171,0.08,nc,nc72609240,2017-02-10T04:49:17.030Z,"2km W of Cobb, California",earthquake,0.15,0.23,0.26,27,reviewed,nc,nc
2016-03-19T21:23:40.410Z,38.847168,-122.7653351,1.29,0.71,md,6,180,0.00991,0.02,nc,nc72609255,2017-02-10T04:49:08.793Z,"Northern California",earthquake,0.65,0.81,0.29,2,automatic,nc,nc
2016-03-19T21:23:01.420Z,38.8251667,-122.7546667,0.6,0.69,md,22,61,0.01171,0.07,nc,nc72609260,2017-02-10T04:48:50.766Z,"2km W of Cobb, California",earthquake,0.2,0.21,0.125,3,reviewed,nc,nc
2016-03-19T21:22:52.650Z,38.8408333,-122.7581667,0.92,1.18,md,42,79,0.004505,0.06,nc,nc72609245,2017-02-10T04:48:45.610Z,"3km NW of Cobb, California",earthquake,0.14,0.15,0.256,13,reviewed,nc,nc
2016-03-19T21:22:17.040Z,38.847,-122.7578333,1.33,1.15,md,38,89,0.01081,0.06,nc,nc72609230,2017-02-10T04:48:39.942Z,"4km NW of Cobb, California",earthquake,0.23,0.16,0.27,9,reviewed,nc,nc
2016-03-19T21:22:09.786Z,63.7755,-148.4596,86.1,1.2,ml,,,,0.46,ak,ak0163n03982,2019-05-21T07:06:18.608Z,"26km ESE of Healy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2016-03-19T21:22:06.280Z,38.8435,-122.7655,0.35,1.48,md,23,159,0.008108,0.05,nc,nc71100734,2017-02-10T04:48:34.616Z,"4km WNW of Cobb, California",earthquake,0.38,0.29,0.263,4,reviewed,nc,nc
2016-03-19T21:22:02.310Z,38.8441667,-122.7561667,-0.66,2.02,md,37,105,0.008108,0.09,nc,nc72609225,2017-02-10T04:48:27.910Z,"3km NW of Cobb, California",earthquake,0.2,0.42,0.418,12,reviewed,nc,nc
2016-03-19T21:21:42.490Z,38.8558333,-122.7623333,1.44,1.31,md,31,134,0.01712,0.06,nc,nc72609220,2017-02-10T04:48:16.983Z,"5km NW of Cobb, California",earthquake,0.35,0.2,0.132,6,reviewed,nc,nc
2016-03-19T21:21:28.510Z,38.8488333,-122.7548333,1.27,2.63,md,34,107,0.01261,0.05,nc,nc72609235,2017-02-10T04:48:09.140Z,"4km NW of Cobb, California",earthquake,0.19,0.16,0.244,9,reviewed,nc,nc
2016-03-19T21:21:23.270Z,38.8351667,-122.8016667,4.33,1.45,md,7,110,0.009009,0.03,nc,nc71100759,2017-02-10T04:47:57.601Z,"6km WNW of Cobb, California",earthquake,0.58,0.81,0.264,3,reviewed,nc,nc
2016-03-19T21:21:18.660Z,38.8281667,-122.758,-0.38,2.25,md,39,50,0.009009,0.06,nc,nc72609215,2017-02-10T04:47:51.010Z,"3km WNW of Cobb, California",earthquake,0.14,0.24,0.268,3,reviewed,nc,nc
2016-03-19T21:20:32.380Z,38.8485,-122.758,1.53,3.73,mw,72,46,0.01171,0.05,nc,nc72609210,2017-03-17T23:49:14.843Z,"4km NW of Cobb, California",earthquake,0.09,0.15,,7,reviewed,nc,nc
2016-03-19T21:20:31.680Z,38.8455,-122.7623333,1.26,,,36,86,0.009009,0.04,nc,nc71100754,2017-02-10T04:47:20.120Z,"4km NW of Cobb, California",earthquake,0.21,0.26,,,reviewed,nc,nc
2016-03-19T21:11:11.380Z,38.746666,-122.7273331,-0.71,0.75,md,5,264,0.02793,0.15,nc,nc72609205,2017-02-10T04:47:12.258Z,"Northern California",earthquake,2.21,5.37,0.18,2,automatic,nc,nc
2016-03-19T21:09:39.390Z,38.7928333,-122.802,3.38,1.98,md,66,34,0.004505,0.06,nc,nc72609200,2017-02-10T04:47:03.780Z,"4km WNW of The Geysers, California",earthquake,0.12,0.22,0.19,36,reviewed,nc,nc
